"Superfamily","Family","Scientific Name","TVK","Rank","Red List Status","Red List Supporting Criteria","Synanthropically Present","Endemic","Category Change","National Rarity","Generational Time","% Population Change","Extent of Occurrence","Area of Occupancy","Hectad","Continuing Decline","Severely Fragmented","Presence England","Presence Scotland","Presence Wales","Rationale"
"Apoidea","Crabronidae","Passaloecus turionum: iso. Guichard: 2002","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","NR",1,0.0,6000.0,48.0,11.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This small solitary wasp was added to the UK checklist in 2002. There is too little known about it - from the few records available - to elucidate the ecology and biology of the species which would allow targeted surveying."
"Apoidea","Crabronidae","Pemphredon austriaca: iso. Bleet & Early: 2022","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

The sub-family (Pemphredoninae) which includes this genus is fraught with taxonomic and nomenclatural difficulties. As this is a post-assessment nomenclatural change, the species is not evaluated."
"Apoidea","Crabronidae","Pemphredon enslini: iso. Bleet & Early: 2022","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

As with many species in this genus, subject to post-assessment nomenclatural change and therefore not evaluated."
"Apoidea","Crabronidae","Pemphredon fabricii: iso. Falk & Early: 2021","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

As with many species in this genus, subject to post-assessment nomenclatural change and therefore not evaluated."
"Apoidea","Crabronidae","Pemphredon inornata: iso. Dollfuss: 1995","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,11.0,259000.0,2728.0,432.0,"true","false","true","true","true","The most threatening accepted population change estimate is 11.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (259,000 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,728 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Pemphredon lethifer agg: iso. Bleet & Early: 2022","","Species aggregate","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Crabronidae","Pemphredon lethifer agg: iso. Falk & Early: 2021","","Species aggregate","NE","","false","false","Non-genuine","",1,"",264400.0,2228.0,329.0,"false","false","true","true","true","

"
"Apoidea","Crabronidae","Pemphredon lethifer: iso. Bleet & Early: 2022","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

As with many species in this genus, subject to post-assessment nomenclatural change and therefore not evaluated."
"Apoidea","Crabronidae","Pemphredon lugubris: iso. Dollfuss: 1995","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,7.0,325100.0,3460.0,519.0,"true","false","true","true","true","The most threatening accepted population change estimate is 7.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (325,100 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,460 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Pemphredon morio: iso. Dollfuss: 1995","","Species","NE","","false","false","Non-genuine","",1,"",156550.0,412.0,88.0,"false","false","true","true","true","

This species has been v. recently re-assessed and now known to include two distinct species. This post-assessment nomenclatural change means it cannot be assessed."
"Apoidea","Crabronidae","Pemphredon rugifer: iso. Dollfuss: 1995","","Species","NE","","false","false","Non-genuine","NS",1,"",137400.0,120.0,24.0,"false","false","true","true","false","

As with many species in this genus, subject to post-assessment nomenclatural change and therefore not evaluated."
"Apoidea","Crabronidae","Philanthus triangulum: iso. Richards: 1980","","Species","LC","A2bc
A3b
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,12.0,164050.0,3796.0,384.0,"true","false","true","false","true","The most threatening accepted population change estimate is 12.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (164,050 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,796 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Psen ater: iso. Bitsch et al: 2001","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

There is a putative record of this from 1832. The eminent Hymenopterist O.W. Richards regarded the record as dubious."
"Apoidea","Crabronidae","Psenulus chevrieri: iso. Schmid-Egger: 2016","","Species","DD","A2b
A3b
B1ab
B2ab
D2","false","false","Non-genuine","ID",1,0.0,6550.0,52.0,12.0,"true","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This solitary wasp was subject to a peri-assessment nomenclatural change in 2016. The nomenclatural split is too recent to allow elucidation of the true distribution of the taxon."
"Apoidea","Crabronidae","Psenulus concolor: iso. Richards: 1980","","Species","LC","A2b
A3b
D2","false","false","Non-genuine","NF",1,0.0,98400.0,612.0,117.0,"false","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO was not accepted, the AoO was not accepted. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Psenulus pallipes agg: iso. Schmid-Egger: 2016","","Species aggregate","NE","","false","false","Non-genuine","",1,"",193850.0,1696.0,291.0,"false","false","true","false","true","

"
"Apoidea","Crabronidae","Psenulus pallipes: iso. Schmid-Egger: 2016","","Species","LC","A2b
A3b
D2","false","false","Non-genuine","ID",1,0.0,145350.0,328.0,74.0,"false","false","true","true","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO was not accepted, the AoO was not accepted. For Criterion D2, the number of locations was less than or equal to 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Psenulus schencki: iso. Richards: 1980","","Species","LC","A2b
A3b
D2","false","false","Non-genuine","NS",1,"",50200.0,208.0,49.0,"false","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO was not accepted, the AoO was not accepted. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Rhopalum clavipes: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,"",333350.0,1220.0,220.0,"true","false","true","true","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (333,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,220 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Rhopalum coarctatum: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,30.0,207150.0,1756.0,298.0,"true","false","true","true","true","The most threatening accepted population change estimate is 30.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (207,150 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,756 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Rhopalum gracile: iso. Richards: 1980","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","NR",1,0.0,1950.0,20.0,4.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This rare solitary wasp has a restricted distribution, being infrequently recorded from a few wetland localities in East Anglia, with very few modern records. However, The overall distribution of the records suggests that there may be multiple undiscovered sites"
"Apoidea","Crabronidae","Spilomena beata: iso. Vikberg: 2000","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","ID",1,0.0,80700.0,136.0,30.0,"true","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (80,700 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (136 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Spilomena curruca agg: iso. Vikberg: 2000","","Species aggregate","NE","","false","false","Non-genuine","",1,"",111500.0,156.0,34.0,"false","false","true","true","true","

"
"Apoidea","Crabronidae","Spilomena curruca: iso. Vikberg: 2000","","Species","LC","A2bc","false","false","Non-genuine","ID",1,0.0,29700.0,36.0,9.0,"false","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO was not accepted, the AoO was not accepted. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Spilomena differens: iso. Vikberg: 2000","","Species","LC","A2bc","false","false","Non-genuine","ID",1,0.0,45100.0,56.0,12.0,"false","false","true","false","false","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO was not accepted, the AoO was not accepted. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Spilomena enslini: iso. Vikberg: 2000","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,77750.0,92.0,20.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (77,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (92 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Spilomena troglodytes: iso. Vikberg: 2000","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,74.0,142550.0,536.0,104.0,"true","false","true","false","true","The most threatening accepted population change estimate is 74.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (142,550 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (536 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Stigmus pendulus: iso. Bitsch et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,16.0,110900.0,632.0,116.0,"true","false","true","false","false","The most threatening accepted population change estimate is 16.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (110,900 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (632 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Stigmus solskyi: iso. Bitsch et al: 2001","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-5.0,108250.0,1220.0,214.0,"true","false","true","false","true","The most threatening accepted population change estimate is -5.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (108,250 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,220 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Tachysphex nitidus agg: iso. Bitsch et al: 2001","","Species aggregate","NE","","false","false","Non-genuine","",1,"",135950.0,240.0,37.0,"false","false","true","false","true","

"
"Apoidea","Crabronidae","Tachysphex nitidus: iso. Bitsch et al: 2001","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,134650.0,140.0,28.0,"true","false","true","false","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (134,650 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (140 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Tachysphex obscuripennis: iso. Richards: 1980","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Crabronidae","Tachysphex pompiliformis: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,-20.0,290800.0,2932.0,400.0,"true","false","true","true","true","The most threatening accepted population change estimate is -20.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (290,800 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,932 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Tachysphex psammobius: iso. Bitsch et al: 2001","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Crabronidae","Tachysphex unicolor: iso. Bitsch et al: 2001","","Species","EN","B1ab(iii)
B2ab(iii)","false","false","Non-genuine","NR",1,0.0,3700.0,24.0,5.0,"true","false","true","false","false","No assessment was possible under Criterion A due insufficient data. The EoO (3,700 km²) is below the 5,000 km² EN threshold for criterion B1 and the AoO (24 km²) is below the 500 km² EN threshold for criterion B2. There are fewer or equal to 5 locations, and continuing decline observed/projected in area, extent & quality of habitat. For Criterion D2, the number of locations was fewer or equal to 5, and there is a plausible threat of rapid habitat loss that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

Historically rare and – with loss of some inland sites historically – this grasshopper-hunting wasp is now a very rare species. The current distribution is apparently restricted to the south coast of the Isle of Wight and some places on the Dorset coast. All currently known nesting locations are on sea-facing sites, within the same area, vulnerable to a singular storm surge event."
"Apoidea","Crabronidae","Trypoxylon attenuatum: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,1.0,281000.0,3776.0,523.0,"true","false","true","true","true","The most threatening accepted population change estimate is 1.0% (tetrad area), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (281,000 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,776 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Trypoxylon clavicerum: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,37.0,207350.0,2132.0,343.0,"true","false","true","true","true","The most threatening accepted population change estimate is 37.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (207,350 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (2,132 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Trypoxylon deceptorium: iso. Antropov: 1991","","Species","DD","A2
A3b
B1ab
B2ab
D2","false","false","Non-genuine","ID",1,"","","","","false","false","false","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

A pre-assessment nomenclatural change prevents elucidation of the distribution for this solitary wasp. Material is being examined in collections but not enough specimen material has been re-assessed to elucidate distribution, ecology or biology."
"Apoidea","Crabronidae","Trypoxylon figulus agg: iso. Pulawski: 1984","","Species aggregate","NE","","false","false","Non-genuine","",1,"",182900.0,884.0,172.0,"false","false","true","true","true","

"
"Apoidea","Crabronidae","Trypoxylon figulus: iso. Pulawski: 1984","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,0.0,169750.0,812.0,161.0,"true","false","true","false","true","The most threatening accepted population change estimate is 35.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (169,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (812 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Trypoxylon medium: iso. Pulawski: 1984","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,"",206850.0,1204.0,185.0,"true","false","true","true","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (206,850 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (1,204 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Crabronidae","Trypoxylon minus: iso. Pulawski: 1984","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

A record of a single female from Sittingbourne in East Kent in 1959, collected by J C Felton, cannot be traced. The species is not evaluated."
"Apoidea","Sphecidae","Ammophila campestris: iso. Bitsch et al: 1997","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Sphecidae","Ammophila pubescens: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,15.0,52250.0,548.0,45.0,"true","false","true","false","false","The most threatening accepted population change estimate is 15.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (52,250 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (548 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Sphecidae","Ammophila sabulosa: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NF",1,1.0,272850.0,3524.0,361.0,"true","false","true","true","true","The most threatening accepted population change estimate is 1.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (272,850 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (3,524 km²) exceeds the 2,000 km² VU threshold for criterion B2 and does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Sphecidae","Isodontia mexicana: iso. Bitsch et al: 1997","","Species","NE","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

 Although this species has established in the London area (the first record being from 2016) – it is a Nearctic species and having established in the post-assessment period is thus not evaluated."
"Apoidea","Sphecidae","Podalonia affinis: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,-9.0,102750.0,364.0,49.0,"true","false","true","false","true","The most threatening accepted population change estimate is -9.0% (discrete Extent of Occurrence), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (102,750 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (364 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Sphecidae","Podalonia hirsuta: iso. Richards: 1980","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,-23.0,154200.0,656.0,70.0,"true","false","true","false","true","The most threatening accepted population change estimate is -23.0% (absolute record count), which does not exceed the 30% decline required for qualification as VU under Criterion A. The EoO (154,200 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (656 km²) is below the 2,000 km² VU threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Apoidea","Sphecidae","Podalonia luffii: iso. Bitsch et al: 1997","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Apoidea","Sphecidae","Sphex funerarius: iso. Bitsch et al: 1997","","Species","NA","","false","false","Non-genuine","",1,"","","","","false","false","false","false","false","

"
"Chrysidoidea","Bethylidae","Bethylus boops: iso. Burn: 1997","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","ID",1,0.0,39600.0,44.0,11.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

There are identification problems with this bethylid wasp. Most records are from South East England, with other records from Norfolk and the Welsh borders, though due to the taxonomic difficulties this distribution is not a true reflection."
"Chrysidoidea","Bethylidae","Bethylus cephalotes: iso. Perkins: 1976","","Species","LC","B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,259300.0,336.0,75.0,"true","false","true","true","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (259,300 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (336 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Chrysidoidea","Bethylidae","Bethylus dendrophilus: iso. Perkins: 1976","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","ID",1,0.0,20350.0,24.0,6.0,"false","false","true","false","false","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

This poorly known wasp (in terms of biology and ecology) has been recorded from Berkshire, Surrey, Suffolk, Kent and Bedfordshire though it is far from certain whether this represents the true distribution."
"Chrysidoidea","Bethylidae","Bethylus fuscicornis: iso. Perkins: 1976","","Species","LC","A2bc
B1ab
B2ab
D2","false","false","Non-genuine","NS",1,0.0,228250.0,368.0,83.0,"true","false","true","true","true","The most threatening accepted population decline was inferred at 0% using expert inference (A2). This does not exceed the 30% decline required for qualification as VU. The EoO (228,250 km²) exceeds the 20,000 km² VU threshold for criterion B1 and does not satisfy sufficient subcriteria to reach a threat status, and the AoO (368 km²) is below the 500 km² EN threshold for criterion B2 but does not satisfy sufficient subcriteria to reach a threat status. For Criterion D2, the number of locations was greater than 5 and there is no plausible threat that could drive the taxon to CR or RE in a very short time. No information was available on population size to inform assessments against Criteria C and D1; nor were any life-history models available to inform an assessment against Criterion E.

"
"Chrysidoidea","Bethylidae","Cephalonomia formiciformis: iso. Perkins: 1976","","Species","DD","A2bc
A3b
D2","false","false","Non-genuine","ID",1,0.0,100.0,4.0,1.0,"false","false","false","false","true","Insufficient data were available to reach a supportable conclusion on the threat status for this taxon.

Details of biology and ecology are poorly known and although there are records from Devon, Kent, Nottinghamshire, Norfolk and Yorkshire it is unknown as to the true distribution of this bethyloid wasp."
"Chrysidoidea","Bethylidae","Cephalonomia gallicola: iso. Perkins: 1976","","Species","NE","","true","false","Non-genuine","",1,"","","","","false","false","false","false","false","

This wasp – which occurs naturally in tropical regions - is a gregarious external parasitoid of the larvae and pupae of the “cigarette beetle” - Lasioderma serricorne (Coleoptera: Anobiidae) - which itself is an injurious pest to stored dried products, other animals and vegetable materials. All records come from Warehouses. As such it is regarded as a synanthropic colonist and has not been evaluated."
